update_date,update_time,Zip,Positive_Cases,Tested
04-18-2020,17:45,62711,10,271
04-18-2020,17:45,62801,34,692
04-18-2020,17:45,62864,9,452
04-18-2020,17:45,62901,33,599
04-18-2020,17:45,62959,8,485
04-18-2020,17:45,62992,8,74
04-18-2020,17:15,53142,6,97
04-18-2020,17:15,60002,32,682
04-18-2020,17:15,60004,62,1858
04-18-2020,17:15,60005,38,593
04-18-2020,17:15,60007,57,715
04-18-2020,17:15,60008,34,423
04-18-2020,17:15,60010,30,553
04-18-2020,17:15,60012,19,163
04-18-2020,17:15,60013,32,341
04-18-2020,17:15,60014,38,635
04-18-2020,17:15,60015,74,1048
04-18-2020,17:15,60016,321,2591
04-18-2020,17:15,60018,96,984
04-18-2020,17:15,60020,10,214
04-18-2020,17:15,60021,7,85
04-18-2020,17:15,60022,15,299
04-18-2020,17:15,60025,145,1859
04-18-2020,17:15,60026,59,634
04-18-2020,17:15,60030,43,817
04-18-2020,17:15,60031,78,1175
04-18-2020,17:15,60033,13,265
04-18-2020,17:15,60035,104,1358
04-18-2020,17:15,60040,15,183
04-18-2020,17:15,60041,9,171
04-18-2020,17:15,60042,7,120
04-18-2020,17:15,60043,13,148
04-18-2020,17:15,60044,38,434
04-18-2020,17:15,60045,78,799
04-18-2020,17:15,60046,50,814
04-18-2020,17:15,60047,46,581
04-18-2020,17:15,60048,46,652
04-18-2020,17:15,60050,46,543
04-18-2020,17:15,60051,20,418
04-18-2020,17:15,60053,85,1154
04-18-2020,17:15,60056,120,1475
04-18-2020,17:15,60060,70,798
04-18-2020,17:15,60061,44,620
04-18-2020,17:15,60062,88,1453
04-18-2020,17:15,60064,149,861
04-18-2020,17:15,60067,30,601
04-18-2020,17:15,60068,101,1127
04-18-2020,17:15,60069,16,317
04-18-2020,17:15,60070,34,365
04-18-2020,17:15,60073,138,1371
04-18-2020,17:15,60074,67,692
04-18-2020,17:15,60076,175,2091
04-18-2020,17:15,60077,137,1746
04-18-2020,17:15,60081,14,175
04-18-2020,17:15,60083,26,288
04-18-2020,17:15,60084,52,325
04-18-2020,17:15,60085,510,2888
04-18-2020,17:15,60087,139,987
04-18-2020,17:15,60088,17,123
04-18-2020,17:15,60089,67,935
04-18-2020,17:15,60090,102,1221
04-18-2020,17:15,60091,74,1217
04-18-2020,17:15,60093,89,966
04-18-2020,17:15,60096,8,168
04-18-2020,17:15,60097,8,187
04-18-2020,17:15,60098,70,721
04-18-2020,17:15,60099,152,1058
04-18-2020,17:15,60101,112,1012
04-18-2020,17:15,60102,30,427
04-18-2020,17:15,60103,41,620
04-18-2020,17:15,60104,158,1085
04-18-2020,17:15,60106,107,747
04-18-2020,17:15,60107,80,755
04-18-2020,17:15,60108,36,566
04-18-2020,17:15,60110,38,403
04-18-2020,17:15,60115,22,482
04-18-2020,17:15,60118,16,178
04-18-2020,17:15,60119,8,164
04-18-2020,17:15,60120,71,596
04-18-2020,17:15,60123,71,736
04-18-2020,17:15,60124,16,252
04-18-2020,17:15,60126,80,1149
04-18-2020,17:15,60130,49,615
04-18-2020,17:15,60131,68,693
04-18-2020,17:15,60133,81,701
04-18-2020,17:15,60134,17,372
04-18-2020,17:15,60136,12,132
04-18-2020,17:15,60137,35,604
04-18-2020,17:15,60139,77,764
04-18-2020,17:15,60140,17,272
04-18-2020,17:15,60142,21,364
04-18-2020,17:15,60143,15,190
04-18-2020,17:15,60148,89,1059
04-18-2020,17:15,60153,119,1106
04-18-2020,17:15,60154,68,780
04-18-2020,17:15,60155,37,365
04-18-2020,17:15,60156,26,367
04-18-2020,17:15,60160,105,959
04-18-2020,17:15,60162,48,415
04-18-2020,17:15,60163,19,199
04-18-2020,17:15,60164,72,840
04-18-2020,17:15,60165,32,171
04-18-2020,17:15,60169,44,635
04-18-2020,17:15,60171,33,449
04-18-2020,17:15,60172,31,395
04-18-2020,17:15,60173,10,186
04-18-2020,17:15,60174,23,532
04-18-2020,17:15,60175,23,424
04-18-2020,17:15,60176,24,314
04-18-2020,17:15,60177,22,302
04-18-2020,17:15,60178,11,271
04-18-2020,17:15,60181,71,723
04-18-2020,17:15,60185,67,671
04-18-2020,17:15,60187,20,475
04-18-2020,17:15,60188,112,990
04-18-2020,17:15,60189,32,503
04-18-2020,17:15,60190,9,184
04-18-2020,17:15,60191,21,330
04-18-2020,17:15,60192,15,264
04-18-2020,17:15,60193,52,656
04-18-2020,17:15,60194,25,372
04-18-2020,17:15,60201,109,2090
04-18-2020,17:15,60202,113,1868
04-18-2020,17:15,60203,14,234
04-18-2020,17:15,60301,11,135
04-18-2020,17:15,60302,81,1318
04-18-2020,17:15,60304,31,593
04-18-2020,17:15,60305,17,330
04-18-2020,17:15,60401,22,269
04-18-2020,17:15,60402,245,2520
04-18-2020,17:15,60403,57,867
04-18-2020,17:15,60404,35,637
04-18-2020,17:15,60406,81,845
04-18-2020,17:15,60409,188,1622
04-18-2020,17:15,60410,11,316
04-18-2020,17:15,60411,253,2455
04-18-2020,17:15,60415,65,535
04-18-2020,17:15,60417,59,545
04-18-2020,17:15,60418,31,275
04-18-2020,17:15,60419,132,1041
04-18-2020,17:15,60422,45,436
04-18-2020,17:15,60423,61,815
04-18-2020,17:15,60425,46,442
04-18-2020,17:15,60426,137,1114
04-18-2020,17:15,60428,78,642
04-18-2020,17:15,60429,95,907
04-18-2020,17:15,60430,97,894
04-18-2020,17:15,60431,73,1082
04-18-2020,17:15,60432,48,655
04-18-2020,17:15,60433,67,676
04-18-2020,17:15,60434,21,114
04-18-2020,17:15,60435,207,2302
04-18-2020,17:15,60436,46,806
04-18-2020,17:15,60438,111,970
04-18-2020,17:15,60439,37,530
04-18-2020,17:15,60440,163,2051
04-18-2020,17:15,60441,76,1045
04-18-2020,17:15,60442,16,274
04-18-2020,17:15,60443,150,1323
04-18-2020,17:15,60445,45,454
04-18-2020,17:15,60446,106,1331
04-18-2020,17:15,60447,10,377
04-18-2020,17:15,60448,43,514
04-18-2020,17:15,60449,32,404
04-18-2020,17:15,60450,14,268
04-18-2020,17:15,60451,41,726
04-18-2020,17:15,60452,58,647
04-18-2020,17:15,60453,170,1581
04-18-2020,17:15,60455,69,527
04-18-2020,17:15,60456,15,122
04-18-2020,17:15,60457,34,318
04-18-2020,17:15,60458,23,343
04-18-2020,17:15,60459,83,753
04-18-2020,17:15,60461,30,286
04-18-2020,17:15,60462,83,944
04-18-2020,17:15,60463,43,409
04-18-2020,17:15,60464,14,204
04-18-2020,17:15,60465,46,474
04-18-2020,17:15,60466,221,1501
04-18-2020,17:15,60467,55,641
04-18-2020,17:15,60468,9,86
04-18-2020,17:15,60469,17,151
04-18-2020,17:15,60471,86,826
04-18-2020,17:15,60472,35,266
04-18-2020,17:15,60473,162,1242
04-18-2020,17:15,60475,37,334
04-18-2020,17:15,60477,67,894
04-18-2020,17:15,60478,111,1051
04-18-2020,17:15,60480,11,155
04-18-2020,17:15,60481,9,230
04-18-2020,17:15,60482,21,318
04-18-2020,17:15,60484,48,392
04-18-2020,17:15,60487,45,595
04-18-2020,17:15,60490,60,833
04-18-2020,17:15,60491,64,602
04-18-2020,17:15,60501,34,305
04-18-2020,17:15,60502,25,339
04-18-2020,17:15,60503,12,229
04-18-2020,17:15,60504,49,619
04-18-2020,17:15,60505,95,821
04-18-2020,17:15,60506,105,1004
04-18-2020,17:15,60510,17,396
04-18-2020,17:15,60513,48,586
04-18-2020,17:15,60514,25,253
04-18-2020,17:15,60515,26,432
04-18-2020,17:15,60516,32,544
04-18-2020,17:15,60517,58,767
04-18-2020,17:15,60521,28,592
04-18-2020,17:15,60523,31,384
04-18-2020,17:15,60525,74,1049
04-18-2020,17:15,60526,25,426
04-18-2020,17:15,60527,128,1101
04-18-2020,17:15,60532,33,498
04-18-2020,17:15,60534,24,269
04-18-2020,17:15,60538,26,427
04-18-2020,17:15,60540,30,691
04-18-2020,17:15,60542,16,352
04-18-2020,17:15,60543,44,617
04-18-2020,17:15,60544,50,884
04-18-2020,17:15,60545,9,167
04-18-2020,17:15,60546,48,580
04-18-2020,17:15,60551,9,55
04-18-2020,17:15,60554,9,162
04-18-2020,17:15,60555,20,236
04-18-2020,17:15,60558,14,271
04-18-2020,17:15,60559,72,667
04-18-2020,17:15,60560,19,340
04-18-2020,17:15,60561,48,621
04-18-2020,17:15,60563,39,738
04-18-2020,17:15,60564,49,806
04-18-2020,17:15,60565,67,742
04-18-2020,17:15,60585,33,488
04-18-2020,17:15,60586,91,1431
04-18-2020,17:15,60601,35,490
04-18-2020,17:15,60605,72,1095
04-18-2020,17:15,60606,17,261
04-18-2020,17:15,60607,143,1390
04-18-2020,17:15,60608,355,3140
04-18-2020,17:15,60609,275,2159
04-18-2020,17:15,60610,107,1308
04-18-2020,17:15,60611,75,1274
04-18-2020,17:15,60612,275,2877
04-18-2020,17:15,60613,158,1644
04-18-2020,17:15,60614,190,2234
04-18-2020,17:15,60615,169,1933
04-18-2020,17:15,60616,185,1895
04-18-2020,17:15,60617,337,3367
04-18-2020,17:15,60618,273,2919
04-18-2020,17:15,60619,380,3122
04-18-2020,17:15,60620,450,3249
04-18-2020,17:15,60621,187,1411
04-18-2020,17:15,60622,196,2097
04-18-2020,17:15,60623,445,2952
04-18-2020,17:15,60624,284,2243
04-18-2020,17:15,60625,293,2623
04-18-2020,17:15,60626,244,2277
04-18-2020,17:15,60628,369,3160
04-18-2020,17:15,60629,463,3259
04-18-2020,17:15,60630,162,2470
04-18-2020,17:15,60631,94,2026
04-18-2020,17:15,60632,355,2708
04-18-2020,17:15,60633,44,446
04-18-2020,17:15,60634,326,4799
04-18-2020,17:15,60636,214,1398
04-18-2020,17:15,60637,212,2174
04-18-2020,17:15,60638,210,2583
04-18-2020,17:15,60639,463,3445
04-18-2020,17:15,60640,239,2292
04-18-2020,17:15,60641,243,2606
04-18-2020,17:15,60642,38,700
04-18-2020,17:15,60643,316,2653
04-18-2020,17:15,60644,337,2493
04-18-2020,17:15,60645,428,3312
04-18-2020,17:15,60646,76,1532
04-18-2020,17:15,60647,208,2754
04-18-2020,17:15,60649,255,2402
04-18-2020,17:15,60651,340,2660
04-18-2020,17:15,60652,211,1690
04-18-2020,17:15,60653,194,1821
04-18-2020,17:15,60654,77,696
04-18-2020,17:15,60655,123,1776
04-18-2020,17:15,60656,89,1764
04-18-2020,17:15,60657,159,2333
04-18-2020,17:15,60659,240,1884
04-18-2020,17:15,60660,138,1382
04-18-2020,17:15,60661,20,284
04-18-2020,17:15,60706,84,1261
04-18-2020,17:15,60707,169,2224
04-18-2020,17:15,60712,75,798
04-18-2020,17:15,60714,140,1252
04-18-2020,17:15,60803,60,632
04-18-2020,17:15,60804,345,2502
04-18-2020,17:15,60805,69,631
04-18-2020,17:15,60827,125,1033
04-18-2020,17:15,60901,164,1570
04-18-2020,17:15,60914,47,720
04-18-2020,17:15,60915,13,309
04-18-2020,17:15,60950,16,360
04-18-2020,17:15,60954,9,149
04-18-2020,17:15,60958,6,60
04-18-2020,17:15,60964,9,135
04-18-2020,17:15,61008,21,348
04-18-2020,17:15,61016,8,151
04-18-2020,17:15,61021,11,813
04-18-2020,17:15,61032,9,300
04-18-2020,17:15,61065,7,137
04-18-2020,17:15,61068,33,520
04-18-2020,17:15,61071,8,136
04-18-2020,17:15,61081,19,190
04-18-2020,17:15,61101,13,362
04-18-2020,17:15,61102,21,246
04-18-2020,17:15,61103,17,448
04-18-2020,17:15,61104,12,252
04-18-2020,17:15,61107,10,425
04-18-2020,17:15,61108,29,423
04-18-2020,17:15,61109,23,361
04-18-2020,17:15,61111,6,247
04-18-2020,17:15,61114,14,206
04-18-2020,17:15,61201,41,405
04-18-2020,17:15,61235,6,40
04-18-2020,17:15,61241,10,160
04-18-2020,17:15,61244,62,449
04-18-2020,17:15,61264,8,116
04-18-2020,17:15,61265,53,623
04-18-2020,17:15,61282,14,173
04-18-2020,17:15,61604,9,195
04-18-2020,17:15,61611,9,221
04-18-2020,17:15,61614,10,207
04-18-2020,17:15,61615,10,151
04-18-2020,17:15,61701,31,1439
04-18-2020,17:15,61704,16,1001
04-18-2020,17:15,61705,7,393
04-18-2020,17:15,61761,18,1159
04-18-2020,17:15,61764,8,304
04-18-2020,17:15,61801,11,521
04-18-2020,17:15,61802,16,513
04-18-2020,17:15,61820,6,482
04-18-2020,17:15,61821,10,735
04-18-2020,17:15,61822,23,663
04-18-2020,17:15,61853,7,356
04-18-2020,17:15,61874,6,207
04-18-2020,17:15,61910,6,77
04-18-2020,17:15,61938,6,299
04-18-2020,17:15,62002,29,236
04-18-2020,17:15,62024,7,45
04-18-2020,17:15,62025,25,179
04-18-2020,17:15,62034,8,73
04-18-2020,17:15,62035,8,114
04-18-2020,17:15,62040,29,486
04-18-2020,17:15,62052,6,121
04-18-2020,17:15,62060,7,75
04-18-2020,17:15,62069,6,54
04-18-2020,17:15,62095,8,87
04-18-2020,17:15,62201,8,45
04-18-2020,17:15,62203,10,51
04-18-2020,17:15,62204,9,51
04-18-2020,17:15,62205,8,58
04-18-2020,17:15,62206,22,126
04-18-2020,17:15,62207,14,43
04-18-2020,17:15,62208,19,168
04-18-2020,17:15,62220,16,160
04-18-2020,17:15,62221,28,259
04-18-2020,17:15,62223,20,123
04-18-2020,17:15,62226,40,235
04-18-2020,17:15,62233,30,317
04-18-2020,17:15,62234,19,205
04-18-2020,17:15,62236,27,204
04-18-2020,17:15,62249,7,109
04-18-2020,17:15,62258,11,121
04-18-2020,17:15,62265,8,57
04-18-2020,17:15,62269,22,309
04-18-2020,17:15,62278,12,115
04-18-2020,17:15,62294,10,116
04-18-2020,17:15,62298,22,187
04-18-2020,17:15,62301,13,265
04-18-2020,17:15,62305,12,108
04-18-2020,17:15,62448,7,77
04-18-2020,17:15,62471,11,170
04-18-2020,17:15,62521,38,346
04-18-2020,17:15,62522,6,114
04-18-2020,17:15,62526,8,229
04-18-2020,17:15,62568,22,296
04-18-2020,17:15,62650,11,304
04-18-2020,17:15,62702,15,671
04-18-2020,17:15,62703,6,448
04-18-2020,17:15,62711,10,271
04-18-2020,17:15,62801,34,692
04-18-2020,17:15,62864,9,452
04-18-2020,17:15,62901,33,599
04-18-2020,17:15,62959,8,485
04-18-2020,17:15,62992,8,74
04-18-2020,15:50,53142,6,97
04-18-2020,15:50,60002,32,682
04-18-2020,15:50,60004,62,1858
04-18-2020,15:50,60005,38,593
04-18-2020,15:50,60007,57,715
04-18-2020,15:50,60008,34,423
04-18-2020,15:50,60010,30,553
04-18-2020,15:50,60012,19,163
04-18-2020,15:50,60013,32,341
04-18-2020,15:50,60014,38,635
04-18-2020,15:50,60015,74,1048
04-18-2020,15:50,60016,321,2591
04-18-2020,15:50,60018,96,984
04-18-2020,15:50,60020,10,214
04-18-2020,15:50,60021,7,85
04-18-2020,15:50,60022,15,299
04-18-2020,15:50,60025,145,1859
04-18-2020,15:50,60026,59,634
04-18-2020,15:50,60030,43,817
04-18-2020,15:50,60031,78,1175
04-18-2020,15:50,60033,13,265
04-18-2020,15:50,60035,104,1358
04-18-2020,15:50,60040,15,183
04-18-2020,15:50,60041,9,171
04-18-2020,15:50,60042,7,120
04-18-2020,15:50,60043,13,148
04-18-2020,15:50,60044,38,434
04-18-2020,15:50,60045,78,799
04-18-2020,15:50,60046,50,814
04-18-2020,15:50,60047,46,581
04-18-2020,15:50,60048,46,652
04-18-2020,15:50,60050,46,543
04-18-2020,15:50,60051,20,418
04-18-2020,15:50,60053,85,1154
04-18-2020,15:50,60056,120,1475
04-18-2020,15:50,60060,70,798
04-18-2020,15:50,60061,44,620
04-18-2020,15:50,60062,88,1453
04-18-2020,15:50,60064,149,861
04-18-2020,15:50,60067,30,601
04-18-2020,15:50,60068,101,1127
04-18-2020,15:50,60069,16,317
04-18-2020,15:50,60070,34,365
04-18-2020,15:50,60073,138,1371
04-18-2020,15:50,60074,67,692
04-18-2020,15:50,60076,175,2091
04-18-2020,15:50,60077,137,1746
04-18-2020,15:50,60081,14,175
04-18-2020,15:50,60083,26,288
04-18-2020,15:50,60084,52,325
04-18-2020,15:50,60085,510,2888
04-18-2020,15:50,60087,139,987
04-18-2020,15:50,60088,17,123
04-18-2020,15:50,60089,67,935
04-18-2020,15:50,60090,102,1221
04-18-2020,15:50,60091,74,1217
04-18-2020,15:50,60093,89,966
04-18-2020,15:50,60096,8,168
04-18-2020,15:50,60097,8,187
04-18-2020,15:50,60098,70,721
04-18-2020,15:50,60099,152,1058
04-18-2020,15:50,60101,112,1012
04-18-2020,15:50,60102,30,427
04-18-2020,15:50,60103,41,620
04-18-2020,15:50,60104,158,1085
04-18-2020,15:50,60106,107,747
04-18-2020,15:50,60107,80,755
04-18-2020,15:50,60108,36,566
04-18-2020,15:50,60110,38,403
04-18-2020,15:50,60115,22,482
04-18-2020,15:50,60118,16,178
04-18-2020,15:50,60119,8,164
04-18-2020,15:50,60120,71,596
04-18-2020,15:50,60123,71,736
04-18-2020,15:50,60124,16,252
04-18-2020,15:50,60126,80,1149
04-18-2020,15:50,60130,49,615
04-18-2020,15:50,60131,68,693
04-18-2020,15:50,60133,81,701
04-18-2020,15:50,60134,17,372
04-18-2020,15:50,60136,12,132
04-18-2020,15:50,60137,35,604
04-18-2020,15:50,60139,77,764
04-18-2020,15:50,60140,17,272
04-18-2020,15:50,60142,21,364
04-18-2020,15:50,60143,15,190
04-18-2020,15:50,60148,89,1059
04-18-2020,15:50,60153,119,1106
04-18-2020,15:50,60154,68,780
04-18-2020,15:50,60155,37,365
04-18-2020,15:50,60156,26,367
04-18-2020,15:50,60160,105,959
04-18-2020,15:50,60162,48,415
04-18-2020,15:50,60163,19,199
04-18-2020,15:50,60164,72,840
04-18-2020,15:50,60165,32,171
04-18-2020,15:50,60169,44,635
04-18-2020,15:50,60171,33,449
04-18-2020,15:50,60172,31,395
04-18-2020,15:50,60173,10,186
04-18-2020,15:50,60174,23,532
04-18-2020,15:50,60175,23,424
04-18-2020,15:50,60176,24,314
04-18-2020,15:50,60177,22,302
04-18-2020,15:50,60178,11,271
04-18-2020,15:50,60181,71,723
04-18-2020,15:50,60185,67,671
04-18-2020,15:50,60187,20,475
04-18-2020,15:50,60188,112,990
04-18-2020,15:50,60189,32,503
04-18-2020,15:50,60190,9,184
04-18-2020,15:50,60191,21,330
04-18-2020,15:50,60192,15,264
04-18-2020,15:50,60193,52,656
04-18-2020,15:50,60194,25,372
04-18-2020,15:50,60201,109,2090
04-18-2020,15:50,60202,113,1868
04-18-2020,15:50,60203,14,234
04-18-2020,15:50,60301,11,135
04-18-2020,15:50,60302,81,1318
04-18-2020,15:50,60304,31,593
04-18-2020,15:50,60305,17,330
04-18-2020,15:50,60401,22,269
04-18-2020,15:50,60402,245,2520
04-18-2020,15:50,60403,57,867
04-18-2020,15:50,60404,35,637
04-18-2020,15:50,60406,81,845
04-18-2020,15:50,60409,188,1622
04-18-2020,15:50,60410,11,316
04-18-2020,15:50,60411,253,2455
04-18-2020,15:50,60415,65,535
04-18-2020,15:50,60417,59,545
04-18-2020,15:50,60418,31,275
04-18-2020,15:50,60419,132,1041
04-18-2020,15:50,60422,45,436
04-18-2020,15:50,60423,61,815
04-18-2020,15:50,60425,46,442
04-18-2020,15:50,60426,137,1114
04-18-2020,15:50,60428,78,642
04-18-2020,15:50,60429,95,907
04-18-2020,15:50,60430,97,894
04-18-2020,15:50,60431,73,1082
04-18-2020,15:50,60432,48,655
04-18-2020,15:50,60433,67,676
04-18-2020,15:50,60434,21,114
04-18-2020,15:50,60435,207,2302
04-18-2020,15:50,60436,46,806
04-18-2020,15:50,60438,111,970
04-18-2020,15:50,60439,37,530
04-18-2020,15:50,60440,163,2051
04-18-2020,15:50,60441,76,1045
04-18-2020,15:50,60442,16,274
04-18-2020,15:50,60443,150,1323
04-18-2020,15:50,60445,45,454
04-18-2020,15:50,60446,106,1331
04-18-2020,15:50,60447,10,377
04-18-2020,15:50,60448,43,514
04-18-2020,15:50,60449,32,404
04-18-2020,15:50,60450,14,268
04-18-2020,15:50,60451,41,726
04-18-2020,15:50,60452,58,647
04-18-2020,15:50,60453,170,1581
04-18-2020,15:50,60455,69,527
04-18-2020,15:50,60456,15,122
04-18-2020,15:50,60457,34,318
04-18-2020,15:50,60458,23,343
04-18-2020,15:50,60459,83,753
04-18-2020,15:50,60461,30,286
04-18-2020,15:50,60462,83,944
04-18-2020,15:50,60463,43,409
04-18-2020,15:50,60464,14,204
04-18-2020,15:50,60465,46,474
04-18-2020,15:50,60466,221,1501
04-18-2020,15:50,60467,55,641
04-18-2020,15:50,60468,9,86
04-18-2020,15:50,60469,17,151
04-18-2020,15:50,60471,86,826
04-18-2020,15:50,60472,35,266
04-18-2020,15:50,60473,162,1242
04-18-2020,15:50,60475,37,334
04-18-2020,15:50,60477,67,894
04-18-2020,15:50,60478,111,1051
04-18-2020,15:50,60480,11,155
04-18-2020,15:50,60481,9,230
04-18-2020,15:50,60482,21,318
04-18-2020,15:50,60484,48,392
04-18-2020,15:50,60487,45,595
04-18-2020,15:50,60490,60,833
04-18-2020,15:50,60491,64,602
04-18-2020,15:50,60501,34,305
04-18-2020,15:50,60502,25,339
04-18-2020,15:50,60503,12,229
04-18-2020,15:50,60504,49,619
04-18-2020,15:50,60505,95,821
04-18-2020,15:50,60506,105,1004
04-18-2020,15:50,60510,17,396
04-18-2020,15:50,60513,48,586
04-18-2020,15:50,60514,25,253
04-18-2020,15:50,60515,26,432
04-18-2020,15:50,60516,32,544
04-18-2020,15:50,60517,58,767
04-18-2020,15:50,60521,28,592
04-18-2020,15:50,60523,31,384
04-18-2020,15:50,60525,74,1049
04-18-2020,15:50,60526,25,426
04-18-2020,15:50,60527,128,1101
04-18-2020,15:50,60532,33,498
04-18-2020,15:50,60534,24,269
04-18-2020,15:50,60538,26,427
04-18-2020,15:50,60540,30,691
04-18-2020,15:50,60542,16,352
04-18-2020,15:50,60543,44,617
04-18-2020,15:50,60544,50,884
04-18-2020,15:50,60545,9,167
04-18-2020,15:50,60546,48,580
04-18-2020,15:50,60551,9,55
04-18-2020,15:50,60554,9,162
04-18-2020,15:50,60555,20,236
04-18-2020,15:50,60558,14,271
04-18-2020,15:50,60559,72,667
04-18-2020,15:50,60560,19,340
04-18-2020,15:50,60561,48,621
04-18-2020,15:50,60563,39,738
04-18-2020,15:50,60564,49,806
04-18-2020,15:50,60565,67,742
04-18-2020,15:50,60585,33,488
04-18-2020,15:50,60586,91,1431
04-18-2020,15:50,60601,35,490
04-18-2020,15:50,60605,72,1095
04-18-2020,15:50,60606,17,261
04-18-2020,15:50,60607,143,1390
04-18-2020,15:50,60608,355,3140
04-18-2020,15:50,60609,275,2159
04-18-2020,15:50,60610,107,1308
04-18-2020,15:50,60611,75,1274
04-18-2020,15:50,60612,275,2877
04-18-2020,15:50,60613,158,1644
04-18-2020,15:50,60614,190,2234
04-18-2020,15:50,60615,169,1933
04-18-2020,15:50,60616,185,1895
04-18-2020,15:50,60617,337,3367
04-18-2020,15:50,60618,273,2919
04-18-2020,15:50,60619,380,3122
04-18-2020,15:50,60620,450,3249
04-18-2020,15:50,60621,187,1411
04-18-2020,15:50,60622,196,2097
04-18-2020,15:50,60623,445,2952
04-18-2020,15:50,60624,284,2243
04-18-2020,15:50,60625,293,2623
04-18-2020,15:50,60626,244,2277
04-18-2020,15:50,60628,369,3160
04-18-2020,15:50,60629,463,3259
04-18-2020,15:50,60630,162,2470
04-18-2020,15:50,60631,94,2026
04-18-2020,15:50,60632,355,2708
04-18-2020,15:50,60633,44,446
04-18-2020,15:50,60634,326,4799
04-18-2020,15:50,60636,214,1398
04-18-2020,15:50,60637,212,2174
04-18-2020,15:50,60638,210,2583
04-18-2020,15:50,60639,463,3445
04-18-2020,15:50,60640,239,2292
04-18-2020,15:50,60641,243,2606
04-18-2020,15:50,60642,38,700
04-18-2020,15:50,60643,316,2653
04-18-2020,15:50,60644,337,2493
04-18-2020,15:50,60645,428,3312
04-18-2020,15:50,60646,76,1532
04-18-2020,15:50,60647,208,2754
04-18-2020,15:50,60649,255,2402
04-18-2020,15:50,60651,340,2660
04-18-2020,15:50,60652,211,1690
04-18-2020,15:50,60653,194,1821
04-18-2020,15:50,60654,77,696
04-18-2020,15:50,60655,123,1776
04-18-2020,15:50,60656,89,1764
04-18-2020,15:50,60657,159,2333
04-18-2020,15:50,60659,240,1884
04-18-2020,15:50,60660,138,1382
04-18-2020,15:50,60661,20,284
04-18-2020,15:50,60706,84,1261
04-18-2020,15:50,60707,169,2224
04-18-2020,15:50,60712,75,798
04-18-2020,15:50,60714,140,1252
04-18-2020,15:50,60803,60,632
04-18-2020,15:50,60804,345,2502
04-18-2020,15:50,60805,69,631
04-18-2020,15:50,60827,125,1033
04-18-2020,15:50,60901,164,1570
04-18-2020,15:50,60914,47,720
04-18-2020,15:50,60915,13,309
04-18-2020,15:50,60950,16,360
04-18-2020,15:50,60954,9,149
04-18-2020,15:50,60958,6,60
04-18-2020,15:50,60964,9,135
04-18-2020,15:50,61008,21,348
04-18-2020,15:50,61016,8,151
04-18-2020,15:50,61021,11,813
04-18-2020,15:50,61032,9,300
04-18-2020,15:50,61065,7,137
04-18-2020,15:50,61068,33,520
04-18-2020,15:50,61071,8,136
04-18-2020,15:50,61081,19,190
04-18-2020,15:50,61101,13,362
04-18-2020,15:50,61102,21,246
04-18-2020,15:50,61103,17,448
04-18-2020,15:50,61104,12,252
04-18-2020,15:50,61107,10,425
04-18-2020,15:50,61108,29,423
04-18-2020,15:50,61109,23,361
04-18-2020,15:50,61111,6,247
04-18-2020,15:50,61114,14,206
04-18-2020,15:50,61201,41,405
04-18-2020,15:50,61235,6,40
04-18-2020,15:50,61241,10,160
04-18-2020,15:50,61244,62,449
04-18-2020,15:50,61264,8,116
04-18-2020,15:50,61265,53,623
04-18-2020,15:50,61282,14,173
04-18-2020,15:50,61604,9,195
04-18-2020,15:50,61611,9,221
04-18-2020,15:50,61614,10,207
04-18-2020,15:50,61615,10,151
04-18-2020,15:50,61701,31,1439
04-18-2020,15:50,61704,16,1001
04-18-2020,15:50,61705,7,393
04-18-2020,15:50,61761,18,1159
04-18-2020,15:50,61764,8,304
04-18-2020,15:50,61801,11,521
04-18-2020,15:50,61802,16,513
04-18-2020,15:50,61820,6,482
04-18-2020,15:50,61821,10,735
04-18-2020,15:50,61822,23,663
04-18-2020,15:50,61853,7,356
04-18-2020,15:50,61874,6,207
04-18-2020,15:50,61910,6,77
04-18-2020,15:50,61938,6,299
04-18-2020,15:50,62002,29,236
04-18-2020,15:50,62024,7,45
04-18-2020,15:50,62025,25,179
04-18-2020,15:50,62034,8,73
04-18-2020,15:50,62035,8,114
04-18-2020,15:50,62040,29,486
04-18-2020,15:50,62052,6,121
04-18-2020,15:50,62060,7,75
04-18-2020,15:50,62069,6,54
04-18-2020,15:50,62095,8,87
04-18-2020,15:50,62201,8,45
04-18-2020,15:50,62203,10,51
04-18-2020,15:50,62204,9,51
04-18-2020,15:50,62205,8,58
04-18-2020,15:50,62206,22,126
04-18-2020,15:50,62207,14,43
04-18-2020,15:50,62208,19,168
04-18-2020,15:50,62220,16,160
04-18-2020,15:50,62221,28,259
04-18-2020,15:50,62223,20,123
04-18-2020,15:50,62226,40,235
04-18-2020,15:50,62233,30,317
04-18-2020,15:50,62234,19,205
04-18-2020,15:50,62236,27,204
04-18-2020,15:50,62249,7,109
04-18-2020,15:50,62258,11,121
04-18-2020,15:50,62265,8,57
04-18-2020,15:50,62269,22,309
04-18-2020,15:50,62278,12,115
04-18-2020,15:50,62294,10,116
04-18-2020,15:50,62298,22,187
04-18-2020,15:50,62301,13,265
04-18-2020,15:50,62305,12,108
04-18-2020,15:50,62448,7,77
04-18-2020,15:50,62471,11,170
04-18-2020,15:50,62521,38,346
04-18-2020,15:50,62522,6,114
